agency_name,agency_telephone,agency_email,agency_website,trusted_choice_url,street,locality,region,postal_code,founding_date,auto_insurance,home_insurance
"Tolar Agency, Inc.",910323461,,,https://www.trustedchoice.com/agency-profile/1339130/tolar-agency-inc/,2823 Raeford Rd,Fayetteville,NC,28303-5437,,0,0
Southeastern Insurance Services,,,,https://www.trustedchoice.com/agency-profile/1184778/southeastern-insurance-services/,214 Fairway Dr Ste A,Fayetteville,NC,28305-5501,,0,0
Insurance Service Center - Hope Mills Road,(910) 423-3820,,,https://www.trustedchoice.com/agency-profile/1141898/insurance-service-center-hope-mills-road/,2228 Hope Mills Rd,Fayetteville,NC,28304-4228,,0,0
Insurance Service Center - Yadkin Road,(910) 487-0044,,,https://www.trustedchoice.com/agency-profile/1141897/insurance-service-center-yadkin-road/,5310 Yadkin Rd,Fayetteville,NC,28303-3255,,0,0
"Olde Fayetteville Insurance & Financial Services, Inc.",(910) 483-6210,,http://www.oldefayettevilleinsurance.com,https://www.trustedchoice.com/agency-profile/750139/olde-fayetteville-insurance-financial-services-inc/,1308 Fort Bragg Rd Ste 201,Fayetteville,NC,28305-4984,,0,0
East Coast Insurance Services,(910) 484-1769,jabarge@eastcoastinsuranceservices.com,http://www.eastcoastinsuranceservices.com,https://www.trustedchoice.com/agency-profile/803738/east-coast-insurance-services/,1010 Hope Mills Rd,Fayetteville,NC,28304-4245,2008,1,1
McGriff Insurance Services,(910) 435-3600,,http://www.mcgriffinsurance.com,https://www.trustedchoice.com/agency-profile/111426/mcgriff-insurance-services/,439 Ramsey St,Fayetteville,NC,28301-4909,,1,0
Eben Concepts,(910) 323-0290,,http://www.ebenconcepts.com,https://www.trustedchoice.com/agency-profile/1050209/eben-concepts/,639 Executive Pl Ste 2020,Fayetteville,NC,28305-5488,,0,0
"VanStory-Exum Agency Inc. dba Darden, Miranda and Associates Insuranc",(910) 483-3611,,http://www.dardenmiranda.com,https://www.trustedchoice.com/agency-profile/111436/vanstory-exum-agency-inc-dba-darden-miranda-and-associates-insuranc/,3007 Fort Bragg Rd,Fayetteville,NC,28303-4726,,1,1
"J. E. Edwards Insurance Agency, Inc.",(252) 943-2404,,,https://www.trustedchoice.com/agency-profile/111138/j-e-edwards-insurance-agency-inc/,325 E Main St,Belhaven,NC,27810-1541,,0,0
McGriff Insurance Services,(252) 727-7900,,http://www.mcgriffinsurance.com,https://www.trustedchoice.com/agency-profile/315238/mcgriff-insurance-services/,810 Arendell St # 12,Morehead City,NC,28557-4235,,1,0
"ILAN, Inc",336285927,,,https://www.trustedchoice.com/agency-profile/1363922/ilan-inc/,1921 Boulevard St Ste B,Greensboro,NC,27407-4560,,0,0
"Chalk & Gibbs, Inc.",(844) 636-9587,stephen@chalkandgibbs.com,http://www.chalkandgibbs.com,https://www.trustedchoice.com/agency-profile/111625/chalk-gibbs-inc/,1006 Arendell St,Morehead City,NC,28557-4143,1925,1,1
"Newton Grove Insurance & Realty, Inc.",(910) 594-0234,,http://www.newtongroveinsurance.com,https://www.trustedchoice.com/agency-profile/111497/newton-grove-insurance-realty-inc/,206 Clinton Street,Newton Grove,NC,28366,,0,1
"Catawba First Insurance Associates, Inc.",(828) 464-3829,susan@catawbafirstinsurance.com,,https://www.trustedchoice.com/agency-profile/281826/catawba-first-insurance-associates-inc/,232 W A St,Newton,NC,28658-3920,,0,0
"Contour Marketing, Inc.",(828) 466-0546,,,https://www.trustedchoice.com/agency-profile/283227/contour-marketing-inc/,29 S College Ave,Newton,NC,28658-3340,,0,0
"Twin City Insurance Agency, Inc.",(844) 726-7097,jason@twincityinsurance.net,http://www.twincityinsurance.com,https://www.trustedchoice.com/agency-profile/243262/twin-city-insurance-agency-inc/,311 N Main Ave,Newton,NC,28658-3217,1946,1,1
Necaise Insurance & Financial Services,(252) 223-4724,,,https://www.trustedchoice.com/agency-profile/1322204/necaise-insurance-financial-services/,7075 US Highway 70 E Ste A,Newport,NC,28570-3716,,0,0
McGriff Insurance Services,(252) 752-3388,,http://www.mcgriffinsurance.com,https://www.trustedchoice.com/agency-profile/143689/mcgriff-insurance-services/,543 Evans St Fl 2,Greenville,NC,27858-2311,,1,0
"IIC Carolinas, Inc.",(252) 367-5769,,,https://www.trustedchoice.com/agency-profile/1396238/iic-carolinas-inc/,104 N Longmeadow Rd,Greenville,NC,27858-3714,,0,0
"First State Insurance Advisors, Inc.",(844) 721-0685,clark@firststateinsadvisors.com,http://www.firststateinsadvisors.com,https://www.trustedchoice.com/agency-profile/1376469/first-state-insurance-advisors-inc/,1635 E Arlington Blvd Ste B,Greenville,NC,27858-9257,2020,1,1
"Trent & Associates, Inc. - Newland",(828) 733-9500,jason@trentteam.com,,https://www.trustedchoice.com/agency-profile/1198756/trent-associates-inc-newland/,320 Linville St,Newland,NC,28657-8037,,0,0
"LifeStore Insurance Services, Inc.",(828) 737-0679,,,https://www.trustedchoice.com/agency-profile/884200/lifestore-insurance-services-inc/,151 Cranberry St,Newland,NC,28657-8800,,0,0
Fortner Insurance Agency Inc,(828) 733-2061,tganley@fortnerinsurance.com,http://www.fortnerinsurance.com,https://www.trustedchoice.com/agency-profile/315303/fortner-insurance-agency-inc/,205 Linville St,Newland,NC,28657-8070,1919,1,1
Burleson Accounting and Insurance Services,(828) 387-7356,,,https://www.trustedchoice.com/agency-profile/1139025/burleson-accounting-and-insurance-services/,1380 Roaring Creek Rd,Newland,NC,28657-9304,,0,0
Benny Dean Ins Agcy,(919) 848-2008,,,https://www.trustedchoice.com/agency-profile/144101/benny-dean-ins-agcy/,1743 Southpoint Ln,New London,NC,28127-9141,,0,0
SIA Group/SIA of NC,(252) 633-3111,,http://www.siagroup.net,https://www.trustedchoice.com/agency-profile/111602/sia-group-sia-of-nc/,202 Craven St Ste C,New Bern,NC,28560-2152,,0,0
"Weatherly Insurance Agency, Inc.",(252) 756-9900,,,https://www.trustedchoice.com/agency-profile/1405959/weatherly-insurance-agency-inc/,204 E Arlington Blvd Ste A,Greenville,NC,27858-5022,,0,0
GG Insurance Agency Inc,(252) 631-2570,,http://www.gginsurance.org,https://www.trustedchoice.com/agency-profile/1419413/gg-insurance-agency-inc/,941 US Highway 70 E,New Bern,NC,28560-6535,,0,0
Shelton-Norwood Insurance,704474381,,,https://www.trustedchoice.com/agency-profile/787427/shelton-norwood-insurance/,117 North Main Street,Norwood,NC,28128-0615,,0,0
"Laurie Insurance Group, LLC",(704) 889-8000,,,https://www.trustedchoice.com/agency-profile/1348495/laurie-insurance-group-llc/,315 Main St Ste 4B,Pineville,NC,28134-9212,,0,0
"Terry Riney Agency, Inc.",(910) 295-1121,TERRY@RINEYAGENCY.COM,,https://www.trustedchoice.com/agency-profile/288784/terry-riney-agency-inc/,11 Trotter Hills Cir,Pinehurst,NC,28374-7930,,0,0
"Statewide Insurance Consultants, Inc.",(910) 295-8900,,,https://www.trustedchoice.com/agency-profile/235443/statewide-insurance-consultants-inc/,PO Box 5447,Pinehurst,NC,28374-5447,,0,0
Pinehurst Insurance,(833) 276-2525,mcvay1@embarqmail.com,http://www.pinehurstinsurance.com,https://www.trustedchoice.com/agency-profile/111501/pinehurst-insurance/,94 Aviemore Dr,Pinehurst,NC,28374-9700,2000,1,1
"Simmons Insurance Agency, Inc.",(336) 368-5204,,http://www.simmonsinsuranceagency.com,https://www.trustedchoice.com/agency-profile/1297986/simmons-insurance-agency-inc/,534 S Key St,Pilot Mountain,NC,27041-9601,,1,1
"Pikeville Insurance Agency, Inc.",(919) 242-6411,,http://www.pikevilleinsurance.com,https://www.trustedchoice.com/agency-profile/111170/pikeville-insurance-agency-inc/,102 SW Railroad St,Pikeville,NC,27863-1100,,1,1
"Code 3 Insurance Service, Inc",,,http://www.code3insurance.org,https://www.trustedchoice.com/agency-profile/959119/code-3-insurance-service-inc/,PO Box 296,Pikeville,NC,27863-0296,,0,0
"Dial Insurance Agency, Inc.",(910) 521-9090,owen@dialinsurancenc.com,,https://www.trustedchoice.com/agency-profile/111499/dial-insurance-agency-inc/,311 W 3rd St,Pembroke,NC,28372-7253,,0,0
"Joe Bryan & Associates, Inc.",(919) 693-8931,,,https://www.trustedchoice.com/agency-profile/111017/joe-bryan-associates-inc/,139 College St,Oxford,NC,27565-2909,,0,0
"Granville Insurance Agency, Inc.",(919) 693-8196,granvilleinsurance@yahoo.com,http://www.granvilleinsuranceinc.com,https://www.trustedchoice.com/agency-profile/111015/granville-insurance-agency-inc/,135 Main St,Oxford,NC,27565-3318,1908,0,0
"JB Elite Insurance, LLC.",(919) 800-0374,jody@jbeliteinsurance.com,http://Suite 102-175,https://www.trustedchoice.com/agency-profile/1352849/jb-elite-insurance-llc/,180 Misty Ln,Otto,NC,28763-9159,,0,0
Wade S. Dunbar Agency,(252) 249-0400,,http://www.dunbarinsurance.com,https://www.trustedchoice.com/agency-profile/719607/wade-s-dunbar-agency/,PO Box 279,Oriental,NC,28571-0279,,0,0
"Old Fort Insurance Agency, Inc.",(828) 668-4074,info@oldfortinsurance.com,,https://www.trustedchoice.com/agency-profile/111755/old-fort-insurance-agency-inc/,238 E Main St,Old Fort,NC,28762-4518,,0,0
The Pegram Agency Inc.,(919) 692-1515,,,https://www.trustedchoice.com/agency-profile/1295352/the-pegram-agency-inc/,137 Hillsboro St,Oxford,NC,27565-3211,,0,0
"Covenant Insurance Partners, Inc.",(252) 633-6260,,http://www.coastalinsassociates.com,https://www.trustedchoice.com/agency-profile/291386/covenant-insurance-partners-inc/,1505 S Glenburnie Rd Ste E,New Bern,NC,28562-2632,,0,0
Grady & Grady Insurance,(252) 638-5433,helenggpg@outlook.com,http://www.gradyandgradyinsurance.com,https://www.trustedchoice.com/agency-profile/374097/grady-grady-insurance/,3330 Neuse Blvd,New Bern,NC,28560-4107,,0,0
"Edwards Agency, LLC dba The Parker Agency",(252) 398-3911,,,https://www.trustedchoice.com/agency-profile/256033/edwards-agency-llc-dba-the-parker-agency/,201 N Wynn St,Murfreesboro,NC,27855-1436,,0,0
"Jenkins-Brown Insurance,  Inc.",(252) 398-5234,jayjay@embarqmail.com,http://jenkinsbrowninsurance.com,https://www.trustedchoice.com/agency-profile/111164/jenkins-brown-insurance-inc/,212 E Main St,Murfreesboro,NC,27855-1325,1991,1,1
"Kornegay, Inc.",(919) 658-6027,kornegay@kornegayinsurance.com,http://www.kornegayinsurance.com,https://www.trustedchoice.com/agency-profile/111493/kornegay-inc/,939 N Breazeale Ave,Mount Olive,NC,28365-1103,,1,1
"Ficken Insurance & Realty, Inc.",(919) 658-4952,bryce@mtoliveinsurance.com,http://www.mtoliveinsurance.com,https://www.trustedchoice.com/agency-profile/111494/ficken-insurance-realty-inc/,115 S Center St,Mount Olive,NC,28365-2101,,1,0
East Coast Agency of Mount Olive LLC dba Brewer Insurance Services,(919) 658-8585,phil@brewerinsurance.com,https://www.brewerinsurance.com,https://www.trustedchoice.com/agency-profile/136685/east-coast-agency-of-mount-olive-llc-dba-brewer-insurance-services/,133 N Center St,Mount Olive,NC,28365-1718,1976,0,0
Stowe Insurance Agency,(704) 827-2362,,,https://www.trustedchoice.com/agency-profile/374167/stowe-insurance-agency/,130 S Main St,Mount Holly,NC,28120-1619,,0,0
"North Carolina Fire Fighters Ins Providers, LLC",,,,https://www.trustedchoice.com/agency-profile/1021153/north-carolina-fire-fighters-ins-providers-llc/,103 N School St.,Mount Gilead ,NC,27306,,0,0
"James Epps Agency, Inc.",(252) 398-3311,,,https://www.trustedchoice.com/agency-profile/1357445/james-epps-agency-inc/,408 E Main St,Murfreesboro,NC,27855-1329,,0,0
"Montgomery Insurance Services, Inc.",(910) 439-6494,,http://www.montgomeryinsurancenc.com,https://www.trustedchoice.com/agency-profile/150721/montgomery-insurance-services-inc/,119 W Allenton St,Mount Gilead,NC,27306-9276,,0,0
McGriff - Blue Ridge Burke Insurance,(336) 786-2151,,http://www.mcgriffinsurance.com,https://www.trustedchoice.com/agency-profile/315243/mcgriff-blue-ridge-burke-insurance/,187 W Independence Blvd,Mount Airy,NC,27030-3566,,1,0
"Simmons Insurance Agency, Inc.",(336) 789-3001,,http://www.simmonsinsuranceagency.com,https://www.trustedchoice.com/agency-profile/1297989/simmons-insurance-agency-inc/,1428 W Pine St,Mount Airy,NC,27030-3332,,1,1
SB&T/Mountcastle Insurance,(336) 783-3939,,http://www.mountcastleinsurance.com,https://www.trustedchoice.com/agency-profile/315407/sb-t-mountcastle-insurance/,199 N Renfro St,Mount Airy,NC,27030-3834,,1,0
McGriff Insurance Services of Morganton,(828) 437-1853,,http://www.mcgriffinsurance.com,https://www.trustedchoice.com/agency-profile/315234/mcgriff-insurance-services-of-morganton/,105 Avery Ave # 2,Morganton,NC,28655-3401,,1,0
"Mimosa Insurance Agency, LLC",(828) 437-5357,dwalters@mimosains.com,http://www.mimosains.com,https://www.trustedchoice.com/agency-profile/111690/mimosa-insurance-agency-llc/,207 N Sterling St,Morganton,NC,28655-3344,1938,1,0
Bowers Insurance,(828) 437-3084,,,https://www.trustedchoice.com/agency-profile/1400576/bowers-insurance/,214 Collett St,Morganton,NC,28655-3321,,0,0
"Herring's Insurance & Financial Services, Corp.",(252) 636-1536,,http://www.herringsinsandfinancialservices.com,https://www.trustedchoice.com/agency-profile/266412/herring-s-insurance-financial-services-corp/,513 George St,New Bern,NC,28560-4811,,0,0
"Farley Insurance Services, Inc.",(828) 837-7447,,http://www.farleyagency.com,https://www.trustedchoice.com/agency-profile/315284/farley-insurance-services-inc/,1004 W US Highway 64,Murphy,NC,28906-7159,,1,1
Hicks Insurance Agency,(252) 635-0314,,,https://www.trustedchoice.com/agency-profile/1286428/hicks-insurance-agency/,2807 Neuse Blvd Ste 4,New Bern,NC,28562-2816,,0,0
Wade Associates LLC,(910) 344-0323,,http://www.wadeict.com,https://www.trustedchoice.com/agency-profile/1335754/wade-associates-llc/,301 S Front St Ste 3,New Bern,NC,28560-2105,,1,1
"The Gavigan Agency, LLC",(252) 636-2999,,,https://www.trustedchoice.com/agency-profile/1322136/the-gavigan-agency-llc/,2002 S Glenburnie Rd Ste 5C,New Bern,NC,28562-5230,,0,0
Dardi Jarman Insurance Agency Inc,(833) 276-2373,ddjinsurance@gmail.com,https://www.dardijinsures.com/,https://www.trustedchoice.com/agency-profile/1333791/dardi-jarman-insurance-agency-inc/,1017C Broad St,New Bern,NC,28560-5509,2016,0,0
"The Cowey Insurance Group, Inc.",(833) 276-0629,Elliot@coweyins.com,http://www.coweyins.com,https://www.trustedchoice.com/agency-profile/1405953/the-cowey-insurance-group-inc/,1427 S Glenburnie Rd,New Bern,NC,28562-2603,2007,1,0
Robinson & Stith Insurance,(844) 439-6923,jrrobinson@robinsonstith.com,http://www.newberninsurance.com,https://www.trustedchoice.com/agency-profile/111628/robinson-stith-insurance/,513 Pollock St,New Bern,NC,28562-5699,1905,0,0
The Jessup Group,(844) 522-6809,alexis@flatlandsjessup.com,http://flatlandsjessup.com,https://www.trustedchoice.com/agency-profile/1209758/the-jessup-group/,3542 Dr. MLK Jr. Blvd.,New Bern,NC,28562,1987,1,1
Rose Insurance Agency,(828) 837-3697,,http://www.anneroseinsurance.com,https://www.trustedchoice.com/agency-profile/704623/rose-insurance-agency/,620 Hill St,Murphy,NC,28906-3531,,1,1
The Insurance Center,(844) 390-4394,rdavis@ticnc.com,http://www.ticnc.com,https://www.trustedchoice.com/agency-profile/291446/the-insurance-center/,1320 Commerce Dr,New Bern,NC,28562-2212,1925,1,0
Standard Insurance & Realty,(252) 449-5000,,http://www.standardins.com,https://www.trustedchoice.com/agency-profile/828919/standard-insurance-realty/,119 W Wood Hill Dr Ste 9,Nags Head,NC,27959-8700,,0,0
J. Fletcher Willey Agency Inc,(252) 480-4600,,http://www.willeyagency.com,https://www.trustedchoice.com/agency-profile/204820/j-fletcher-willey-agency-inc/,103 W Wood Hill Dr Ste C,Nags Head,NC,27959-9395,,0,0
"Carolina Insurance & Realty Co, Inc.",(828) 322-7714,lwatts@carolinainsnc.com,,https://www.trustedchoice.com/agency-profile/111652/carolina-insurance-realty-co-inc/,724 4th St SW,Hickory,NC,28602-3401,,0,0
"Romeo Heatherly Insurance Services, LLC",(833) 276-2574,romeoheatherly@romeoins.com,https://romeoins.com/,https://www.trustedchoice.com/agency-profile/1342592/romeo-heatherly-insurance-services-llc/,1620 Tate Blvd SE,Hickory,NC,28602-4244,2017,1,1
"First Security Company, Inc.",(844) 385-3317,David@FirstSecurityCompany.com,https://firstsecuritycompany.com,https://www.trustedchoice.com/agency-profile/111647/first-security-company-inc/,212 3rd Ave NW,Hickory,NC,28601-4912,1919,1,1
Broome Associates – a Subsidiary of Legacy Insurance Partners,(844) 394-3520,emily@broome-associates.com,http://www.broome-associates.com,https://www.trustedchoice.com/agency-profile/111653/broome-associates-a-subsidiary-of-legacy-insurance-partners/,630 4th St SW,Hickory,NC,28602-2837,1948,0,1
"Ted N Reese Ins Agency, Inc.",(828) 692-1480,,http://www.tednreeseinsurance.com,https://www.trustedchoice.com/agency-profile/111777/ted-n-reese-ins-agency-inc/,440 S Main St,Hendersonville,NC,28792-5304,,1,0
"Trent & Associates, Inc. - Hendersonville",(828) 884-2440,,,https://www.trustedchoice.com/agency-profile/1198753/trent-associates-inc-hendersonville/,230 5th Ave E,Hendersonville,NC,28792-4308,,0,0
"Morrow Insurance Agency, Inc.",(828) 693-5396,dours@morrowinsurance.com,http://www.morrowinsurance.com,https://www.trustedchoice.com/agency-profile/111779/morrow-insurance-agency-inc/,800 Beverly Hanks Ctr,Hendersonville,NC,28792-2307,1919,1,0
"Bill Abee Insurance Group, Inc.",(828) 256-2114,bill@baigroup.insure,,https://www.trustedchoice.com/agency-profile/1326146/bill-abee-insurance-group-inc/,2471 Springs Rd NE,Hickory,NC,28601-3069,1971,0,0
"Earl F. Penny Insurance Agency, Inc.",(828) 692-9171,,http://www.pennyinsuranceagency.com,https://www.trustedchoice.com/agency-profile/111780/earl-f-penny-insurance-agency-inc/,225 6th Ave W,Hendersonville,NC,28739-4305,,0,0
The Pegram Agency Inc.,(252) 438-8373,,,https://www.trustedchoice.com/agency-profile/1295350/the-pegram-agency-inc/,191 Ruin Creek Rd,Henderson,NC,27536-5918,,0,0
"Wester Realty & Insurance Agency, Inc.",(252) 438-8165,,http://www.westerinsurance.com,https://www.trustedchoice.com/agency-profile/110999/wester-realty-insurance-agency-inc/,1020 S Garnett St,Henderson,NC,27536-4517,,1,1
"Joel T. Cheatham, Inc.",(919) 438-5111,,http://www.ncagent.com,https://www.trustedchoice.com/agency-profile/110998/joel-t-cheatham-inc/,106 W Winder St,Henderson,NC,27536-4239,,1,1
Farley Insurance Services Inc,(828) 389-2486,,,https://www.trustedchoice.com/agency-profile/1317214/farley-insurance-services-inc/,34 Waldroup Rd,Hayesville,NC,28904-7196,,0,0
"Moore Insurance Services, Inc.",(828) 389-4000,,http://www.moore-insurance.com,https://www.trustedchoice.com/agency-profile/307905/moore-insurance-services-inc/,157 Hwy 64 W,Hayesville,NC,28904-7007,,1,1
George Saleeby Insurance & Realty Co.,(252) 524-4191,,,https://www.trustedchoice.com/agency-profile/111598/george-saleeby-insurance-realty-co/,562-B W Queen Street,Grifton,NC,28530,,0,0
